id,shares
29865,3262.0
29866,3262.0
29867,3262.0
29868,3262.0
29869,3262.0
29870,3262.0
29871,3262.0
29872,3262.0
29873,3262.0
29874,3262.0
29875,3262.0
29876,3262.0
29877,3262.0
29878,3262.0
29879,3262.0
29880,3262.0
29881,3262.0
29882,3262.0
29883,3262.0
29884,3262.0
29885,3262.0
29886,3262.0
29887,3262.0
29888,3262.0
29889,3262.0
29890,3262.0
29891,3262.0
29892,3262.0
29893,3262.0
29894,3262.0
29895,3262.0
29896,3262.0
29897,3262.0
29898,3262.0
29899,3262.0
29900,3262.0
29901,3262.0
29902,3262.0
29903,3262.0
29904,3262.0
29905,3262.0
29906,3262.0
29907,3262.0
29908,3262.0
29909,3262.0
29910,3262.0
29911,3262.0
29912,3262.0
29913,3262.0
29914,3262.0
29915,3262.0
29916,3262.0
29917,3262.0
29918,3262.0
29919,3262.0
29920,3262.0
29921,3262.0
29922,3262.0
29923,3262.0
29924,3262.0
29925,3262.0
29926,3262.0
29927,3262.0
29928,3262.0
29929,3262.0
29930,3262.0
29931,3262.0
29932,3262.0
29933,3262.0
29934,3262.0
29935,3262.0
29936,3262.0
29937,3262.0
29938,3262.0
29939,3262.0
29940,3262.0
29941,3262.0
29942,3262.0
29943,3262.0
29944,3262.0
29945,3262.0
29946,3262.0
29947,3262.0
29948,3262.0
29949,3262.0
29950,3262.0
29951,3262.0
29952,3262.0
29953,3262.0
29954,3262.0
29955,3262.0
29956,3262.0
29957,3262.0
29958,3262.0
29959,3262.0
29960,3262.0
29961,3262.0
29962,3262.0
29963,3262.0
29964,3262.0
29965,3262.0
29966,3262.0
29967,3262.0
29968,3262.0
29969,3262.0
29970,3262.0
29971,3262.0
29972,3262.0
29973,3262.0
29974,3262.0
29975,3262.0
29976,3262.0
29977,3262.0
29978,3262.0
29979,3262.0
29980,3262.0
29981,3262.0
29982,3262.0
29983,3262.0
29984,3262.0
29985,3262.0
29986,3262.0
29987,3262.0
29988,3262.0
29989,3262.0
29990,3262.0
29991,3262.0
29992,3262.0
29993,3262.0
29994,3262.0
29995,3262.0
29996,3262.0
29997,3262.0
29998,3262.0
29999,3262.0
30000,3262.0
30001,3262.0
30002,3262.0
30003,3262.0
30004,3262.0
30005,3262.0
30006,3262.0
30007,3262.0
30008,3262.0
30009,3262.0
30010,3262.0
30011,3262.0
30012,3262.0
30013,3262.0
30014,3262.0
30015,3262.0
30016,3262.0
30017,3262.0
30018,3262.0
30019,3262.0
30020,3262.0
30021,3262.0
30022,3262.0
30023,3262.0
30024,3262.0
30025,3262.0
30026,3262.0
30027,3262.0
30028,3262.0
30029,3262.0
30030,3262.0
30031,3262.0
30032,3262.0
30033,3262.0
30034,3262.0
30035,3262.0
30036,3262.0
30037,3262.0
30038,3262.0
30039,3262.0
30040,3262.0
30041,3262.0
30042,3262.0
30043,3262.0
30044,3262.0
30045,3262.0
30046,3262.0
30047,3262.0
30048,3262.0
30049,3262.0
30050,3262.0
30051,3262.0
30052,3262.0
30053,3262.0
30054,3262.0
30055,3262.0
30056,3262.0
30057,3262.0
30058,3262.0
30059,3262.0
30060,3262.0
30061,3262.0
30062,3262.0
30063,3262.0
30064,3262.0
30065,3262.0
30066,3262.0
30067,3262.0
30068,3262.0
30069,3262.0
30070,3262.0
30071,3262.0
30072,3262.0
30073,3262.0
30074,3262.0
30075,3262.0
30076,3262.0
30077,3262.0
30078,3262.0
30079,3262.0
30080,3262.0
30081,3262.0
30082,3262.0
30083,3262.0
30084,3262.0
30085,3262.0
30086,3262.0
30087,3262.0
30088,3262.0
30089,3262.0
30090,3262.0
30091,3262.0
30092,3262.0
30093,3262.0
30094,3262.0
30095,3262.0
30096,3262.0
30097,3262.0
30098,3262.0
30099,3262.0
30100,3262.0
30101,3262.0
30102,3262.0
30103,3262.0
30104,3262.0
30105,3262.0
30106,3262.0
30107,3262.0
30108,3262.0
30109,3262.0
30110,3262.0
30111,3262.0
30112,3262.0
30113,3262.0
30114,3262.0
30115,3262.0
30116,3262.0
30117,3262.0
30118,3262.0
30119,3262.0
30120,3262.0
30121,3262.0
30122,3262.0
30123,3262.0
30124,3262.0
30125,3262.0
30126,3262.0
30127,3262.0
30128,3262.0
30129,3262.0
30130,3262.0
30131,3262.0
30132,3262.0
30133,3262.0
30134,3262.0
30135,3262.0
30136,3262.0
30137,3262.0
30138,3262.0
30139,3262.0
30140,3262.0
30141,3262.0
30142,3262.0
30143,3262.0
30144,3262.0
30145,3262.0
30146,3262.0
30147,3262.0
30148,3262.0
30149,3262.0
30150,3262.0
30151,3262.0
30152,3262.0
30153,3262.0
30154,3262.0
30155,3262.0
30156,3262.0
30157,3262.0
30158,3262.0
30159,3262.0
30160,3262.0
30161,3262.0
30162,3262.0
30163,3262.0
30164,3262.0
30165,3262.0
30166,3262.0
30167,3262.0
30168,3262.0
30169,3262.0
30170,3262.0
30171,3262.0
30172,3262.0
30173,3262.0
30174,3262.0
30175,3262.0
30176,3262.0
30177,3262.0
30178,3262.0
30179,3262.0
30180,3262.0
30181,3262.0
30182,3262.0
30183,3262.0
30184,3262.0
30185,3262.0
30186,3262.0
30187,3262.0
30188,3262.0
30189,3262.0
30190,3262.0
30191,3262.0
30192,3262.0
30193,3262.0
30194,3262.0
30195,3262.0
30196,3262.0
30197,3262.0
30198,3262.0
30199,3262.0
30200,3262.0
30201,3262.0
30202,3262.0
30203,3262.0
30204,3262.0
30205,3262.0
30206,3262.0
30207,3262.0
30208,3262.0
30209,3262.0
30210,3262.0
30211,3262.0
30212,3262.0
30213,3262.0
30214,3262.0
30215,3262.0
30216,3262.0
30217,3262.0
30218,3262.0
30219,3262.0
30220,3262.0
30221,3262.0
30222,3262.0
30223,3262.0
30224,3262.0
30225,3262.0
30226,3262.0
30227,3262.0
30228,3262.0
30229,3262.0
30230,3262.0
30231,3262.0
30232,3262.0
30233,3262.0
30234,3262.0
30235,3262.0
30236,3262.0
30237,3262.0
30238,3262.0
30239,3262.0
30240,3262.0
30241,3262.0
30242,3262.0
30243,3262.0
30244,3262.0
30245,3262.0
30246,3262.0
30247,3262.0
30248,3262.0
30249,3262.0
30250,3262.0
30251,3262.0
30252,3262.0
30253,3262.0
30254,3262.0
30255,3262.0
30256,3262.0
30257,3262.0
30258,3262.0
30259,3262.0
30260,3262.0
30261,3262.0
30262,3262.0
30263,3262.0
30264,3262.0
30265,3262.0
30266,3262.0
30267,3262.0
30268,3262.0
30269,3262.0
30270,3262.0
30271,3262.0
30272,3262.0
30273,3262.0
30274,3262.0
30275,3262.0
30276,3262.0
30277,3262.0
30278,3262.0
30279,3262.0
30280,3262.0
30281,3262.0
30282,3262.0
30283,3262.0
30284,3262.0
30285,3262.0
30286,3262.0
30287,3262.0
30288,3262.0
30289,3262.0
30290,3262.0
30291,3262.0
30292,3262.0
30293,3262.0
30294,3262.0
30295,3262.0
30296,3262.0
30297,3262.0
30298,3262.0
30299,3262.0
30300,3262.0
30301,3262.0
30302,3262.0
30303,3262.0
30304,3262.0
30305,3262.0
30306,3262.0
30307,3262.0
30308,3262.0
30309,3262.0
30310,3262.0
30311,3262.0
30312,3262.0
30313,3262.0
30314,3262.0
30315,3262.0
30316,3262.0
30317,3262.0
30318,3262.0
30319,3262.0
30320,3262.0
30321,3262.0
30322,3262.0
30323,3262.0
30324,3262.0
30325,3262.0
30326,3262.0
30327,3262.0
30328,3262.0
30329,3262.0
30330,3262.0
30331,3262.0
30332,3262.0
30333,3262.0
30334,3262.0
30335,3262.0
30336,3262.0
30337,3262.0
30338,3262.0
30339,3262.0
30340,3262.0
30341,3262.0
30342,3262.0
30343,3262.0
30344,3262.0
30345,3262.0
30346,3262.0
30347,3262.0
30348,3262.0
30349,3262.0
30350,3262.0
30351,3262.0
30352,3262.0
30353,3262.0
30354,3262.0
30355,3262.0
30356,3262.0
30357,3262.0
30358,3262.0
30359,3262.0
30360,3262.0
30361,3262.0
30362,3262.0
30363,3262.0
30364,3262.0
30365,3262.0
30366,3262.0
30367,3262.0
30368,3262.0
30369,3262.0
30370,3262.0
30371,3262.0
30372,3262.0
30373,3262.0
30374,3262.0
30375,3262.0
30376,3262.0
30377,3262.0
30378,3262.0
30379,3262.0
30380,3262.0
30381,3262.0
30382,3262.0
30383,3262.0
30384,3262.0
30385,3262.0
30386,3262.0
30387,3262.0
30388,3262.0
30389,3262.0
30390,3262.0
30391,3262.0
30392,3262.0
30393,3262.0
30394,3262.0
30395,3262.0
30396,3262.0
30397,3262.0
30398,3262.0
30399,3262.0
30400,3262.0
30401,3262.0
30402,3262.0
30403,3262.0
30404,3262.0
30405,3262.0
30406,3262.0
30407,3262.0
30408,3262.0
30409,3262.0
30410,3262.0
30411,3262.0
30412,3262.0
30413,3262.0
30414,3262.0
30415,3262.0
30416,3262.0
30417,3262.0
30418,3262.0
30419,3262.0
30420,3262.0
30421,3262.0
30422,3262.0
30423,3262.0
30424,3262.0
30425,3262.0
30426,3262.0
30427,3262.0
30428,3262.0
30429,3262.0
30430,3262.0
30431,3262.0
30432,3262.0
30433,3262.0
30434,3262.0
30435,3262.0
30436,3262.0
30437,3262.0
30438,3262.0
30439,3262.0
30440,3262.0
30441,3262.0
30442,3262.0
30443,3262.0
30444,3262.0
30445,3262.0
30446,3262.0
30447,3262.0
30448,3262.0
30449,3262.0
30450,3262.0
30451,3262.0
30452,3262.0
30453,3262.0
30454,3262.0
30455,3262.0
30456,3262.0
30457,3262.0
30458,3262.0
30459,3262.0
30460,3262.0
30461,3262.0
30462,3262.0
30463,3262.0
30464,3262.0
30465,3262.0
30466,3262.0
30467,3262.0
30468,3262.0
30469,3262.0
30470,3262.0
30471,3262.0
30472,3262.0
30473,3262.0
30474,3262.0
30475,3262.0
30476,3262.0
30477,3262.0
30478,3262.0
30479,3262.0
30480,3262.0
30481,3262.0
30482,3262.0
30483,3262.0
30484,3262.0
30485,3262.0
30486,3262.0
30487,3262.0
30488,3262.0
30489,3262.0
30490,3262.0
30491,3262.0
30492,3262.0
30493,3262.0
30494,3262.0
30495,3262.0
30496,3262.0
30497,3262.0
30498,3262.0
30499,3262.0
30500,3262.0
30501,3262.0
30502,3262.0
30503,3262.0
30504,3262.0
30505,3262.0
30506,3262.0
30507,3262.0
30508,3262.0
30509,3262.0
30510,3262.0
30511,3262.0
30512,3262.0
30513,3262.0
30514,3262.0
30515,3262.0
30516,3262.0
30517,3262.0
30518,3262.0
30519,3262.0
30520,3262.0
30521,3262.0
30522,3262.0
30523,3262.0
30524,3262.0
30525,3262.0
30526,3262.0
30527,3262.0
30528,3262.0
30529,3262.0
30530,3262.0
30531,3262.0
30532,3262.0
30533,3262.0
30534,3262.0
30535,3262.0
30536,3262.0
30537,3262.0
30538,3262.0
30539,3262.0
30540,3262.0
30541,3262.0
30542,3262.0
30543,3262.0
30544,3262.0
30545,3262.0
30546,3262.0
30547,3262.0
30548,3262.0
30549,3262.0
30550,3262.0
30551,3262.0
30552,3262.0
30553,3262.0
30554,3262.0
30555,3262.0
30556,3262.0
30557,3262.0
30558,3262.0
30559,3262.0
30560,3262.0
30561,3262.0
30562,3262.0
30563,3262.0
30564,3262.0
30565,3262.0
30566,3262.0
30567,3262.0
30568,3262.0
30569,3262.0
30570,3262.0
30571,3262.0
30572,3262.0
30573,3262.0
30574,3262.0
30575,3262.0
30576,3262.0
30577,3262.0
30578,3262.0
30579,3262.0
30580,3262.0
30581,3262.0
30582,3262.0
30583,3262.0
30584,3262.0
30585,3262.0
30586,3262.0
30587,3262.0
30588,3262.0
30589,3262.0
30590,3262.0
30591,3262.0
30592,3262.0
30593,3262.0
30594,3262.0
30595,3262.0
30596,3262.0
30597,3262.0
30598,3262.0
30599,3262.0
30600,3262.0
30601,3262.0
30602,3262.0
30603,3262.0
30604,3262.0
30605,3262.0
30606,3262.0
30607,3262.0
30608,3262.0
30609,3262.0
30610,3262.0
30611,3262.0
30612,3262.0
30613,3262.0
30614,3262.0
30615,3262.0
30616,3262.0
30617,3262.0
30618,3262.0
30619,3262.0
30620,3262.0
30621,3262.0
30622,3262.0
30623,3262.0
30624,3262.0
30625,3262.0
30626,3262.0
30627,3262.0
30628,3262.0
30629,3262.0
30630,3262.0
30631,3262.0
30632,3262.0
30633,3262.0
30634,3262.0
30635,3262.0
30636,3262.0
30637,3262.0
30638,3262.0
30639,3262.0
30640,3262.0
30641,3262.0
30642,3262.0
30643,3262.0
30644,3262.0
30645,3262.0
30646,3262.0
30647,3262.0
30648,3262.0
30649,3262.0
30650,3262.0
30651,3262.0
30652,3262.0
30653,3262.0
30654,3262.0
30655,3262.0
30656,3262.0
30657,3262.0
30658,3262.0
30659,3262.0
30660,3262.0
30661,3262.0
30662,3262.0
30663,3262.0
30664,3262.0
30665,3262.0
30666,3262.0
30667,3262.0
30668,3262.0
30669,3262.0
30670,3262.0
30671,3262.0
30672,3262.0
30673,3262.0
30674,3262.0
30675,3262.0
30676,3262.0
30677,3262.0
30678,3262.0
30679,3262.0
30680,3262.0
30681,3262.0
30682,3262.0
30683,3262.0
30684,3262.0
30685,3262.0
30686,3262.0
30687,3262.0
30688,3262.0
30689,3262.0
30690,3262.0
30691,3262.0
30692,3262.0
30693,3262.0
30694,3262.0
30695,3262.0
30696,3262.0
30697,3262.0
30698,3262.0
30699,3262.0
30700,3262.0
30701,3262.0
30702,3262.0
30703,3262.0
30704,3262.0
30705,3262.0
30706,3262.0
30707,3262.0
30708,3262.0
30709,3262.0
30710,3262.0
30711,3262.0
30712,3262.0
30713,3262.0
30714,3262.0
30715,3262.0
30716,3262.0
30717,3262.0
30718,3262.0
30719,3262.0
30720,3262.0
30721,3262.0
30722,3262.0
30723,3262.0
30724,3262.0
30725,3262.0
30726,3262.0
30727,3262.0
30728,3262.0
30729,3262.0
30730,3262.0
30731,3262.0
30732,3262.0
30733,3262.0
30734,3262.0
30735,3262.0
30736,3262.0
30737,3262.0
30738,3262.0
30739,3262.0
30740,3262.0
30741,3262.0
30742,3262.0
30743,3262.0
30744,3262.0
30745,3262.0
30746,3262.0
30747,3262.0
30748,3262.0
30749,3262.0
30750,3262.0
30751,3262.0
30752,3262.0
30753,3262.0
30754,3262.0
30755,3262.0
30756,3262.0
30757,3262.0
30758,3262.0
30759,3262.0
30760,3262.0
30761,3262.0
30762,3262.0
30763,3262.0
30764,3262.0
30765,3262.0
30766,3262.0
30767,3262.0
30768,3262.0
30769,3262.0
30770,3262.0
30771,3262.0
30772,3262.0
30773,3262.0
30774,3262.0
30775,3262.0
30776,3262.0
30777,3262.0
30778,3262.0
30779,3262.0
30780,3262.0
30781,3262.0
30782,3262.0
30783,3262.0
30784,3262.0
30785,3262.0
30786,3262.0
30787,3262.0
30788,3262.0
30789,3262.0
30790,3262.0
30791,3262.0
30792,3262.0
30793,3262.0
30794,3262.0
30795,3262.0
30796,3262.0
30797,3262.0
30798,3262.0
30799,3262.0
30800,3262.0
30801,3262.0
30802,3262.0
30803,3262.0
30804,3262.0
30805,3262.0
30806,3262.0
30807,3262.0
30808,3262.0
30809,3262.0
30810,3262.0
30811,3262.0
30812,3262.0
30813,3262.0
30814,3262.0
30815,3262.0
30816,3262.0
30817,3262.0
30818,3262.0
30819,3262.0
30820,3262.0
30821,3262.0
30822,3262.0
30823,3262.0
30824,3262.0
30825,3262.0
30826,3262.0
30827,3262.0
30828,3262.0
30829,3262.0
30830,3262.0
30831,3262.0
30832,3262.0
30833,3262.0
30834,3262.0
30835,3262.0
30836,3262.0
30837,3262.0
30838,3262.0
30839,3262.0
30840,3262.0
30841,3262.0
30842,3262.0
30843,3262.0
30844,3262.0
30845,3262.0
30846,3262.0
30847,3262.0
30848,3262.0
30849,3262.0
30850,3262.0
30851,3262.0
30852,3262.0
30853,3262.0
30854,3262.0
30855,3262.0
30856,3262.0
30857,3262.0
30858,3262.0
30859,3262.0
30860,3262.0
30861,3262.0
30862,3262.0
30863,3262.0
30864,3262.0
30865,3262.0
30866,3262.0
30867,3262.0
30868,3262.0
30869,3262.0
30870,3262.0
30871,3262.0
30872,3262.0
30873,3262.0
30874,3262.0
30875,3262.0
30876,3262.0
30877,3262.0
30878,3262.0
30879,3262.0
30880,3262.0
30881,3262.0
30882,3262.0
30883,3262.0
30884,3262.0
30885,3262.0
30886,3262.0
30887,3262.0
30888,3262.0
30889,3262.0
30890,3262.0
30891,3262.0
30892,3262.0
30893,3262.0
30894,3262.0
30895,3262.0
30896,3262.0
30897,3262.0
30898,3262.0
30899,3262.0
30900,3262.0
30901,3262.0
30902,3262.0
30903,3262.0
30904,3262.0
30905,3262.0
30906,3262.0
30907,3262.0
30908,3262.0
30909,3262.0
30910,3262.0
30911,3262.0
30912,3262.0
30913,3262.0
30914,3262.0
30915,3262.0
30916,3262.0
30917,3262.0
30918,3262.0
30919,3262.0
30920,3262.0
30921,3262.0
30922,3262.0
30923,3262.0
30924,3262.0
30925,3262.0
30926,3262.0
30927,3262.0
30928,3262.0
30929,3262.0
30930,3262.0
30931,3262.0
30932,3262.0
30933,3262.0
30934,3262.0
30935,3262.0
30936,3262.0
30937,3262.0
30938,3262.0
30939,3262.0
30940,3262.0
30941,3262.0
30942,3262.0
30943,3262.0
30944,3262.0
30945,3262.0
30946,3262.0
30947,3262.0
30948,3262.0
30949,3262.0
30950,3262.0
30951,3262.0
30952,3262.0
30953,3262.0
30954,3262.0
30955,3262.0
30956,3262.0
30957,3262.0
30958,3262.0
30959,3262.0
30960,3262.0
30961,3262.0
30962,3262.0
30963,3262.0
30964,3262.0
30965,3262.0
30966,3262.0
30967,3262.0
30968,3262.0
30969,3262.0
30970,3262.0
30971,3262.0
30972,3262.0
30973,3262.0
30974,3262.0
30975,3262.0
30976,3262.0
30977,3262.0
30978,3262.0
30979,3262.0
30980,3262.0
30981,3262.0
30982,3262.0
30983,3262.0
30984,3262.0
30985,3262.0
30986,3262.0
30987,3262.0
30988,3262.0
30989,3262.0
30990,3262.0
30991,3262.0
30992,3262.0
30993,3262.0
30994,3262.0
30995,3262.0
30996,3262.0
30997,3262.0
30998,3262.0
30999,3262.0
31000,3262.0
31001,3262.0
31002,3262.0
31003,3262.0
31004,3262.0
31005,3262.0
31006,3262.0
31007,3262.0
31008,3262.0
31009,3262.0
31010,3262.0
31011,3262.0
31012,3262.0
31013,3262.0
31014,3262.0
31015,3262.0
31016,3262.0
31017,3262.0
31018,3262.0
31019,3262.0
31020,3262.0
31021,3262.0
31022,3262.0
31023,3262.0
31024,3262.0
31025,3262.0
31026,3262.0
31027,3262.0
31028,3262.0
31029,3262.0
31030,3262.0
31031,3262.0
31032,3262.0
31033,3262.0
31034,3262.0
31035,3262.0
31036,3262.0
31037,3262.0
31038,3262.0
31039,3262.0
31040,3262.0
31041,3262.0
31042,3262.0
31043,3262.0
31044,3262.0
31045,3262.0
31046,3262.0
31047,3262.0
31048,3262.0
31049,3262.0
31050,3262.0
31051,3262.0
31052,3262.0
31053,3262.0
31054,3262.0
31055,3262.0
31056,3262.0
31057,3262.0
31058,3262.0
31059,3262.0
31060,3262.0
31061,3262.0
31062,3262.0
31063,3262.0
31064,3262.0
31065,3262.0
31066,3262.0
31067,3262.0
31068,3262.0
31069,3262.0
31070,3262.0
31071,3262.0
31072,3262.0
31073,3262.0
31074,3262.0
31075,3262.0
31076,3262.0
31077,3262.0
31078,3262.0
31079,3262.0
31080,3262.0
31081,3262.0
31082,3262.0
31083,3262.0
31084,3262.0
31085,3262.0
31086,3262.0
31087,3262.0
31088,3262.0
31089,3262.0
31090,3262.0
31091,3262.0
31092,3262.0
31093,3262.0
31094,3262.0
31095,3262.0
31096,3262.0
31097,3262.0
31098,3262.0
31099,3262.0
31100,3262.0
31101,3262.0
31102,3262.0
31103,3262.0
31104,3262.0
31105,3262.0
31106,3262.0
31107,3262.0
31108,3262.0
31109,3262.0
31110,3262.0
31111,3262.0
31112,3262.0
31113,3262.0
31114,3262.0
31115,3262.0
31116,3262.0
31117,3262.0
31118,3262.0
31119,3262.0
31120,3262.0
31121,3262.0
31122,3262.0
31123,3262.0
31124,3262.0
31125,3262.0
31126,3262.0
31127,3262.0
31128,3262.0
31129,3262.0
31130,3262.0
31131,3262.0
31132,3262.0
31133,3262.0
31134,3262.0
31135,3262.0
31136,3262.0
31137,3262.0
31138,3262.0
31139,3262.0
31140,3262.0
31141,3262.0
31142,3262.0
31143,3262.0
31144,3262.0
31145,3262.0
31146,3262.0
31147,3262.0
31148,3262.0
31149,3262.0
31150,3262.0
31151,3262.0
31152,3262.0
31153,3262.0
31154,3262.0
31155,3262.0
31156,3262.0
31157,3262.0
31158,3262.0
31159,3262.0
31160,3262.0
31161,3262.0
31162,3262.0
31163,3262.0
31164,3262.0
31165,3262.0
31166,3262.0
31167,3262.0
31168,3262.0
31169,3262.0
31170,3262.0
31171,3262.0
31172,3262.0
31173,3262.0
31174,3262.0
31175,3262.0
31176,3262.0
31177,3262.0
31178,3262.0
31179,3262.0
31180,3262.0
31181,3262.0
31182,3262.0
31183,3262.0
31184,3262.0
31185,3262.0
31186,3262.0
31187,3262.0
31188,3262.0
31189,3262.0
31190,3262.0
31191,3262.0
31192,3262.0
31193,3262.0
31194,3262.0
31195,3262.0
31196,3262.0
31197,3262.0
31198,3262.0
31199,3262.0
31200,3262.0
31201,3262.0
31202,3262.0
31203,3262.0
31204,3262.0
31205,3262.0
31206,3262.0
31207,3262.0
31208,3262.0
31209,3262.0
31210,3262.0
31211,3262.0
31212,3262.0
31213,3262.0
31214,3262.0
31215,3262.0
31216,3262.0
31217,3262.0
31218,3262.0
31219,3262.0
31220,3262.0
31221,3262.0
31222,3262.0
31223,3262.0
31224,3262.0
31225,3262.0
31226,3262.0
31227,3262.0
31228,3262.0
31229,3262.0
31230,3262.0
31231,3262.0
31232,3262.0
31233,3262.0
31234,3262.0
31235,3262.0
31236,3262.0
31237,3262.0
31238,3262.0
31239,3262.0
31240,3262.0
31241,3262.0
31242,3262.0
31243,3262.0
31244,3262.0
31245,3262.0
31246,3262.0
31247,3262.0
31248,3262.0
31249,3262.0
31250,3262.0
31251,3262.0
31252,3262.0
31253,3262.0
31254,3262.0
31255,3262.0
31256,3262.0
31257,3262.0
31258,3262.0
31259,3262.0
31260,3262.0
31261,3262.0
31262,3262.0
31263,3262.0
31264,3262.0
31265,3262.0
31266,3262.0
31267,3262.0
31268,3262.0
31269,3262.0
31270,3262.0
31271,3262.0
31272,3262.0
31273,3262.0
31274,3262.0
31275,3262.0
31276,3262.0
31277,3262.0
31278,3262.0
31279,3262.0
31280,3262.0
31281,3262.0
31282,3262.0
31283,3262.0
31284,3262.0
31285,3262.0
31286,3262.0
31287,3262.0
31288,3262.0
31289,3262.0
31290,3262.0
31291,3262.0
31292,3262.0
31293,3262.0
31294,3262.0
31295,3262.0
31296,3262.0
31297,3262.0
31298,3262.0
31299,3262.0
31300,3262.0
31301,3262.0
31302,3262.0
31303,3262.0
31304,3262.0
31305,3262.0
31306,3262.0
31307,3262.0
31308,3262.0
31309,3262.0
31310,3262.0
31311,3262.0
31312,3262.0
31313,3262.0
31314,3262.0
31315,3262.0
31316,3262.0
31317,3262.0
31318,3262.0
31319,3262.0
31320,3262.0
31321,3262.0
31322,3262.0
31323,3262.0
31324,3262.0
31325,3262.0
31326,3262.0
31327,3262.0
31328,3262.0
31329,3262.0
31330,3262.0
31331,3262.0
31332,3262.0
31333,3262.0
31334,3262.0
31335,3262.0
31336,3262.0
31337,3262.0
31338,3262.0
31339,3262.0
31340,3262.0
31341,3262.0
31342,3262.0
31343,3262.0
31344,3262.0
31345,3262.0
31346,3262.0
31347,3262.0
31348,3262.0
31349,3262.0
31350,3262.0
31351,3262.0
31352,3262.0
31353,3262.0
31354,3262.0
31355,3262.0
31356,3262.0
31357,3262.0
31358,3262.0
31359,3262.0
31360,3262.0
31361,3262.0
31362,3262.0
31363,3262.0
31364,3262.0
31365,3262.0
31366,3262.0
31367,3262.0
31368,3262.0
31369,3262.0
31370,3262.0
31371,3262.0
31372,3262.0
31373,3262.0
31374,3262.0
31375,3262.0
31376,3262.0
31377,3262.0
31378,3262.0
31379,3262.0
31380,3262.0
31381,3262.0
31382,3262.0
31383,3262.0
31384,3262.0
31385,3262.0
31386,3262.0
31387,3262.0
31388,3262.0
31389,3262.0
31390,3262.0
31391,3262.0
31392,3262.0
31393,3262.0
31394,3262.0
31395,3262.0
31396,3262.0
31397,3262.0
31398,3262.0
31399,3262.0
31400,3262.0
31401,3262.0
31402,3262.0
31403,3262.0
31404,3262.0
31405,3262.0
31406,3262.0
31407,3262.0
31408,3262.0
31409,3262.0
31410,3262.0
31411,3262.0
31412,3262.0
31413,3262.0
31414,3262.0
31415,3262.0
31416,3262.0
31417,3262.0
31418,3262.0
31419,3262.0
31420,3262.0
31421,3262.0
31422,3262.0
31423,3262.0
31424,3262.0
31425,3262.0
31426,3262.0
31427,3262.0
31428,3262.0
31429,3262.0
31430,3262.0
31431,3262.0
31432,3262.0
31433,3262.0
31434,3262.0
31435,3262.0
31436,3262.0
31437,3262.0
31438,3262.0
31439,3262.0
31440,3262.0
31441,3262.0
31442,3262.0
31443,3262.0
31444,3262.0
31445,3262.0
31446,3262.0
31447,3262.0
31448,3262.0
31449,3262.0
31450,3262.0
31451,3262.0
31452,3262.0
31453,3262.0
31454,3262.0
31455,3262.0
31456,3262.0
31457,3262.0
31458,3262.0
31459,3262.0
31460,3262.0
31461,3262.0
31462,3262.0
31463,3262.0
31464,3262.0
31465,3262.0
31466,3262.0
31467,3262.0
31468,3262.0
31469,3262.0
31470,3262.0
31471,3262.0
31472,3262.0
31473,3262.0
31474,3262.0
31475,3262.0
31476,3262.0
31477,3262.0
31478,3262.0
31479,3262.0
31480,3262.0
